id,mot,skill,knowl,auto,att,risk,affil,obj
19448,sabotage,high,low,auto,persistent,low,insider,ICS
19449,sabotage,high,low,auto,persistent,low,insider,credentials
19450,sabotage,high,low,auto,persistent,low,insider,data
19451,sabotage,high,low,auto,persistent,low,insider,availability
19452,sabotage,high,low,auto,persistent,low,state,ICS
19453,sabotage,high,low,auto,persistent,low,state,credentials
19454,sabotage,high,low,auto,persistent,low,state,data
19455,sabotage,high,low,auto,persistent,low,state,availability
19456,sabotage,high,low,auto,persistent,medium,individual,ICS
19457,sabotage,high,low,auto,persistent,medium,individual,credentials
19458,sabotage,high,low,auto,persistent,medium,individual,data
19459,sabotage,high,low,auto,persistent,medium,individual,availability
19460,sabotage,high,low,auto,persistent,medium,crime,ICS
19461,sabotage,high,low,auto,persistent,medium,crime,credentials
19462,sabotage,high,low,auto,persistent,medium,crime,data
19463,sabotage,high,low,auto,persistent,medium,crime,availability
19464,sabotage,high,low,auto,persistent,medium,insider,ICS
19465,sabotage,high,low,auto,persistent,medium,insider,credentials
19466,sabotage,high,low,auto,persistent,medium,insider,data
19467,sabotage,high,low,auto,persistent,medium,insider,availability
19468,sabotage,high,low,auto,persistent,medium,state,ICS
19469,sabotage,high,low,auto,persistent,medium,state,credentials
19470,sabotage,high,low,auto,persistent,medium,state,data
19471,sabotage,high,low,auto,persistent,medium,state,availability
19472,sabotage,high,low,auto,persistent,high,individual,ICS
19473,sabotage,high,low,auto,persistent,high,individual,credentials
19474,sabotage,high,low,auto,persistent,high,individual,data
19475,sabotage,high,low,auto,persistent,high,individual,availability
19476,sabotage,high,low,auto,persistent,high,crime,ICS
19477,sabotage,high,low,auto,persistent,high,crime,credentials
19478,sabotage,high,low,auto,persistent,high,crime,data
19479,sabotage,high,low,auto,persistent,high,crime,availability
19480,sabotage,high,low,auto,persistent,high,insider,ICS
19481,sabotage,high,low,auto,persistent,high,insider,credentials
19482,sabotage,high,low,auto,persistent,high,insider,data
19483,sabotage,high,low,auto,persistent,high,insider,availability
19484,sabotage,high,low,auto,persistent,high,state,ICS
19485,sabotage,high,low,auto,persistent,high,state,credentials
19486,sabotage,high,low,auto,persistent,high,state,data
19487,sabotage,high,low,auto,persistent,high,state,availability
19488,sabotage,high,low,auto,targeted,low,individual,ICS
19489,sabotage,high,low,auto,targeted,low,individual,credentials
19490,sabotage,high,low,auto,targeted,low,individual,data
19491,sabotage,high,low,auto,targeted,low,individual,availability
19492,sabotage,high,low,auto,targeted,low,crime,ICS
19493,sabotage,high,low,auto,targeted,low,crime,credentials
19494,sabotage,high,low,auto,targeted,low,crime,data
19495,sabotage,high,low,auto,targeted,low,crime,availability
19496,sabotage,high,low,auto,targeted,low,insider,ICS
19497,sabotage,high,low,auto,targeted,low,insider,credentials
19498,sabotage,high,low,auto,targeted,low,insider,data
19499,sabotage,high,low,auto,targeted,low,insider,availability
19500,sabotage,high,low,auto,targeted,low,state,ICS
19501,sabotage,high,low,auto,targeted,low,state,credentials
19502,sabotage,high,low,auto,targeted,low,state,data
19503,sabotage,high,low,auto,targeted,low,state,availability
19504,sabotage,high,low,auto,targeted,medium,individual,ICS
19505,sabotage,high,low,auto,targeted,medium,individual,credentials
19506,sabotage,high,low,auto,targeted,medium,individual,data
19507,sabotage,high,low,auto,targeted,medium,individual,availability
19508,sabotage,high,low,auto,targeted,medium,crime,ICS
19509,sabotage,high,low,auto,targeted,medium,crime,credentials
19510,sabotage,high,low,auto,targeted,medium,crime,data
19511,sabotage,high,low,auto,targeted,medium,crime,availability
19512,sabotage,high,low,auto,targeted,medium,insider,ICS
19513,sabotage,high,low,auto,targeted,medium,insider,credentials
19514,sabotage,high,low,auto,targeted,medium,insider,data
19515,sabotage,high,low,auto,targeted,medium,insider,availability
19516,sabotage,high,low,auto,targeted,medium,state,ICS
19517,sabotage,high,low,auto,targeted,medium,state,credentials
19518,sabotage,high,low,auto,targeted,medium,state,data
19519,sabotage,high,low,auto,targeted,medium,state,availability
19520,sabotage,high,low,auto,targeted,high,individual,ICS
19521,sabotage,high,low,auto,targeted,high,individual,credentials
19522,sabotage,high,low,auto,targeted,high,individual,data
19523,sabotage,high,low,auto,targeted,high,individual,availability
19524,sabotage,high,low,auto,targeted,high,crime,ICS
19525,sabotage,high,low,auto,targeted,high,crime,credentials
19526,sabotage,high,low,auto,targeted,high,crime,data
19527,sabotage,high,low,auto,targeted,high,crime,availability
19528,sabotage,high,low,auto,targeted,high,insider,ICS
19529,sabotage,high,low,auto,targeted,high,insider,credentials
19530,sabotage,high,low,auto,targeted,high,insider,data
19531,sabotage,high,low,auto,targeted,high,insider,availability
19532,sabotage,high,low,auto,targeted,high,state,ICS
19533,sabotage,high,low,auto,targeted,high,state,credentials
19534,sabotage,high,low,auto,targeted,high,state,data
19535,sabotage,high,low,auto,targeted,high,state,availability
19536,sabotage,high,low,auto,destructive,low,individual,ICS
19537,sabotage,high,low,auto,destructive,low,individual,credentials
19538,sabotage,high,low,auto,destructive,low,individual,data
19539,sabotage,high,low,auto,destructive,low,individual,availability
19540,sabotage,high,low,auto,destructive,low,crime,ICS
19541,sabotage,high,low,auto,destructive,low,crime,credentials
19542,sabotage,high,low,auto,destructive,low,crime,data
19543,sabotage,high,low,auto,destructive,low,crime,availability
19544,sabotage,high,low,auto,destructive,low,insider,ICS
19545,sabotage,high,low,auto,destructive,low,insider,credentials
19546,sabotage,high,low,auto,destructive,low,insider,data
19547,sabotage,high,low,auto,destructive,low,insider,availability
19548,sabotage,high,low,auto,destructive,low,state,ICS
19549,sabotage,high,low,auto,destructive,low,state,credentials
19550,sabotage,high,low,auto,destructive,low,state,data
19551,sabotage,high,low,auto,destructive,low,state,availability
19552,sabotage,high,low,auto,destructive,medium,individual,ICS
19553,sabotage,high,low,auto,destructive,medium,individual,credentials
19554,sabotage,high,low,auto,destructive,medium,individual,data
19555,sabotage,high,low,auto,destructive,medium,individual,availability
19556,sabotage,high,low,auto,destructive,medium,crime,ICS
19557,sabotage,high,low,auto,destructive,medium,crime,credentials
19558,sabotage,high,low,auto,destructive,medium,crime,data
19559,sabotage,high,low,auto,destructive,medium,crime,availability
19560,sabotage,high,low,auto,destructive,medium,insider,ICS
19561,sabotage,high,low,auto,destructive,medium,insider,credentials
19562,sabotage,high,low,auto,destructive,medium,insider,data
19563,sabotage,high,low,auto,destructive,medium,insider,availability
19564,sabotage,high,low,auto,destructive,medium,state,ICS
19565,sabotage,high,low,auto,destructive,medium,state,credentials
19566,sabotage,high,low,auto,destructive,medium,state,data
19567,sabotage,high,low,auto,destructive,medium,state,availability
19568,sabotage,high,low,auto,destructive,high,individual,ICS
19569,sabotage,high,low,auto,destructive,high,individual,credentials
19570,sabotage,high,low,auto,destructive,high,individual,data
19571,sabotage,high,low,auto,destructive,high,individual,availability
19572,sabotage,high,low,auto,destructive,high,crime,ICS
19573,sabotage,high,low,auto,destructive,high,crime,credentials
19574,sabotage,high,low,auto,destructive,high,crime,data
19575,sabotage,high,low,auto,destructive,high,crime,availability
19576,sabotage,high,low,auto,destructive,high,insider,ICS
19577,sabotage,high,low,auto,destructive,high,insider,credentials
19578,sabotage,high,low,auto,destructive,high,insider,data
19579,sabotage,high,low,auto,destructive,high,insider,availability
19580,sabotage,high,low,auto,destructive,high,state,ICS
19581,sabotage,high,low,auto,destructive,high,state,credentials
19582,sabotage,high,low,auto,destructive,high,state,data
19583,sabotage,high,low,auto,destructive,high,state,availability
19584,sabotage,high,medium,manual,opportunistic,low,individual,ICS
19585,sabotage,high,medium,manual,opportunistic,low,individual,credentials
19586,sabotage,high,medium,manual,opportunistic,low,individual,data
19587,sabotage,high,medium,manual,opportunistic,low,individual,availability
19588,sabotage,high,medium,manual,opportunistic,low,crime,ICS
19589,sabotage,high,medium,manual,opportunistic,low,crime,credentials
19590,sabotage,high,medium,manual,opportunistic,low,crime,data
19591,sabotage,high,medium,manual,opportunistic,low,crime,availability
19592,sabotage,high,medium,manual,opportunistic,low,insider,ICS
19593,sabotage,high,medium,manual,opportunistic,low,insider,credentials
19594,sabotage,high,medium,manual,opportunistic,low,insider,data
19595,sabotage,high,medium,manual,opportunistic,low,insider,availability
19596,sabotage,high,medium,manual,opportunistic,low,state,ICS
19597,sabotage,high,medium,manual,opportunistic,low,state,credentials
19598,sabotage,high,medium,manual,opportunistic,low,state,data
19599,sabotage,high,medium,manual,opportunistic,low,state,availability
19600,sabotage,high,medium,manual,opportunistic,medium,individual,ICS
19601,sabotage,high,medium,manual,opportunistic,medium,individual,credentials
19602,sabotage,high,medium,manual,opportunistic,medium,individual,data
19603,sabotage,high,medium,manual,opportunistic,medium,individual,availability
19604,sabotage,high,medium,manual,opportunistic,medium,crime,ICS
19605,sabotage,high,medium,manual,opportunistic,medium,crime,credentials
19606,sabotage,high,medium,manual,opportunistic,medium,crime,data
19607,sabotage,high,medium,manual,opportunistic,medium,crime,availability
19608,sabotage,high,medium,manual,opportunistic,medium,insider,ICS
19609,sabotage,high,medium,manual,opportunistic,medium,insider,credentials
19610,sabotage,high,medium,manual,opportunistic,medium,insider,data
19611,sabotage,high,medium,manual,opportunistic,medium,insider,availability
19612,sabotage,high,medium,manual,opportunistic,medium,state,ICS
19613,sabotage,high,medium,manual,opportunistic,medium,state,credentials
19614,sabotage,high,medium,manual,opportunistic,medium,state,data
19615,sabotage,high,medium,manual,opportunistic,medium,state,availability
19616,sabotage,high,medium,manual,opportunistic,high,individual,ICS
19617,sabotage,high,medium,manual,opportunistic,high,individual,credentials
19618,sabotage,high,medium,manual,opportunistic,high,individual,data
19619,sabotage,high,medium,manual,opportunistic,high,individual,availability
19620,sabotage,high,medium,manual,opportunistic,high,crime,ICS
19621,sabotage,high,medium,manual,opportunistic,high,crime,credentials
19622,sabotage,high,medium,manual,opportunistic,high,crime,data
19623,sabotage,high,medium,manual,opportunistic,high,crime,availability
19624,sabotage,high,medium,manual,opportunistic,high,insider,ICS
19625,sabotage,high,medium,manual,opportunistic,high,insider,credentials
19626,sabotage,high,medium,manual,opportunistic,high,insider,data
19627,sabotage,high,medium,manual,opportunistic,high,insider,availability
19628,sabotage,high,medium,manual,opportunistic,high,state,ICS
19629,sabotage,high,medium,manual,opportunistic,high,state,credentials
19630,sabotage,high,medium,manual,opportunistic,high,state,data
19631,sabotage,high,medium,manual,opportunistic,high,state,availability
19632,sabotage,high,medium,manual,persistent,low,individual,ICS
19633,sabotage,high,medium,manual,persistent,low,individual,credentials
19634,sabotage,high,medium,manual,persistent,low,individual,data
19635,sabotage,high,medium,manual,persistent,low,individual,availability
19636,sabotage,high,medium,manual,persistent,low,crime,ICS
19637,sabotage,high,medium,manual,persistent,low,crime,credentials
19638,sabotage,high,medium,manual,persistent,low,crime,data
19639,sabotage,high,medium,manual,persistent,low,crime,availability
19640,sabotage,high,medium,manual,persistent,low,insider,ICS
19641,sabotage,high,medium,manual,persistent,low,insider,credentials
19642,sabotage,high,medium,manual,persistent,low,insider,data
19643,sabotage,high,medium,manual,persistent,low,insider,availability
19644,sabotage,high,medium,manual,persistent,low,state,ICS
19645,sabotage,high,medium,manual,persistent,low,state,credentials
19646,sabotage,high,medium,manual,persistent,low,state,data
19647,sabotage,high,medium,manual,persistent,low,state,availability
19648,sabotage,high,medium,manual,persistent,medium,individual,ICS
19649,sabotage,high,medium,manual,persistent,medium,individual,credentials
19650,sabotage,high,medium,manual,persistent,medium,individual,data
19651,sabotage,high,medium,manual,persistent,medium,individual,availability
19652,sabotage,high,medium,manual,persistent,medium,crime,ICS
19653,sabotage,high,medium,manual,persistent,medium,crime,credentials
19654,sabotage,high,medium,manual,persistent,medium,crime,data
